UNIQUE_id,PSYCH_big_five_inventory_neurotic_score,CONNECTION_activities_greeted_neighbour_or_stranger_p3m
cscs_04261,NA,NA
cscs_04262,NA,Daily or almost daily
cscs_04263,31,NA
cscs_04264,NA,NA
cscs_04265,NA,Daily or almost daily
cscs_04266,NA,A few times a month
cscs_04267,NA,NA
cscs_04268,16,Daily or almost daily
cscs_04269,NA,A few times a week
cscs_04270,24,Daily or almost daily
cscs_04271,NA,NA
cscs_04272,NA,Daily or almost daily
cscs_04273,NA,A few times a month
cscs_04274,26,A few times a week
cscs_04276,NA,A few times a week
cscs_04277,22,Daily or almost daily
cscs_04278,35,A few times a week
cscs_04279,NA,Weekly
cscs_04280,NA,A few times a week
cscs_04281,NA,NA
cscs_04282,32,Daily or almost daily
cscs_04283,NA,A few times a month
cscs_04284,26,Less than monthly
cscs_04285,NA,NA
cscs_04286,NA,NA
cscs_04288,NA,NA
cscs_04289,NA,Daily or almost daily
cscs_04289,NA,A few times a week
cscs_04289,NA,Daily or almost daily
cscs_04290,NA,A few times a month
cscs_04291,21,Daily or almost daily
cscs_04292,NA,Less than monthly
cscs_04293,NA,Daily or almost daily
cscs_04294,21,Monthly
cscs_04295,30,Daily or almost daily
cscs_04296,NA,Monthly
cscs_04297,NA,NA
cscs_04299,NA,A few times a week
cscs_04300,NA,NA
cscs_04302,NA,NA
cscs_04303,NA,Daily or almost daily
cscs_04303,NA,NA
cscs_04303,NA,A few times a month
cscs_04304,NA,NA
cscs_04305,NA,Daily or almost daily
cscs_04306,NA,A few times a week
cscs_04307,NA,Less than monthly
cscs_04308,NA,NA
cscs_04309,21,Monthly
cscs_04310,NA,NA
cscs_04311,NA,Weekly
cscs_04312,32,Weekly
cscs_04313,NA,Weekly
cscs_04314,NA,NA
cscs_04316,NA,Daily or almost daily
cscs_04317,22,NA
cscs_04318,NA,A few times a week
cscs_04320,NA,NA
cscs_04321,NA,A few times a week
cscs_04322,NA,A few times a week
cscs_04323,NA,NA
cscs_04324,NA,A few times a month
cscs_04325,21,A few times a week
cscs_04326,15,Daily or almost daily
cscs_04327,34,A few times a month
cscs_04328,NA,A few times a month
cscs_04329,NA,A few times a month
cscs_04330,NA,Less than monthly
cscs_04331,NA,NA
cscs_04332,NA,NA
cscs_04333,29,A few times a month
cscs_04334,NA,Monthly
cscs_04335,NA,A few times a week
cscs_04336,NA,A few times a week
cscs_04337,NA,Daily or almost daily
cscs_04337,NA,A few times a week
cscs_04338,NA,Less than monthly
cscs_04339,NA,NA
cscs_04340,18,NA
cscs_04341,18,A few times a week
cscs_04342,NA,A few times a week
cscs_04343,NA,Daily or almost daily
cscs_04344,NA,A few times a month
cscs_04344,NA,Weekly
cscs_04345,27,Weekly
cscs_04346,NA,Daily or almost daily
cscs_04348,NA,NA
cscs_04349,NA,A few times a month
cscs_04350,NA,A few times a month
cscs_04351,NA,NA
cscs_04352,NA,NA
cscs_04354,NA,NA
cscs_04355,NA,A few times a week
cscs_04356,12,A few times a week
cscs_04357,17,Monthly
cscs_04358,NA,Not in the past three months
cscs_04359,27,A few times a month
cscs_04360,NA,NA
cscs_04361,NA,Daily or almost daily
cscs_04362,NA,Daily or almost daily
cscs_04363,NA,A few times a week
cscs_04364,20,Daily or almost daily
cscs_04365,NA,Less than monthly
cscs_04366,NA,NA
cscs_04367,NA,NA
cscs_04368,NA,A few times a week
cscs_04369,17,Less than monthly
cscs_04370,NA,Daily or almost daily
cscs_04371,NA,A few times a month
cscs_04371,NA,A few times a week
cscs_04371,NA,A few times a week
cscs_04372,NA,NA
cscs_04373,NA,A few times a month
cscs_04374,NA,Daily or almost daily
cscs_04375,NA,NA
cscs_04376,NA,NA
cscs_04377,NA,NA
cscs_04378,NA,NA
cscs_04379,NA,Less than monthly
cscs_04380,NA,NA
cscs_04381,NA,A few times a week
cscs_04382,NA,NA
cscs_04383,24,Weekly
cscs_04384,21,Daily or almost daily
cscs_04385,NA,Weekly
cscs_04386,NA,NA
cscs_04387,NA,NA
cscs_04388,NA,NA
cscs_04389,NA,NA
cscs_04390,26,Daily or almost daily
cscs_04391,20,A few times a week
cscs_04392,NA,Daily or almost daily
cscs_04393,NA,NA
cscs_04394,NA,A few times a week
cscs_04395,NA,Daily or almost daily
cscs_04396,25,A few times a month
cscs_04397,NA,Daily or almost daily
cscs_04398,NA,NA
cscs_04399,NA,NA
cscs_04402,NA,A few times a month
cscs_04404,NA,A few times a week
cscs_04405,NA,A few times a week
cscs_04406,16,Daily or almost daily
cscs_04407,NA,A few times a week
cscs_04409,NA,NA
cscs_04410,NA,Daily or almost daily
cscs_04411,NA,Daily or almost daily
cscs_04412,NA,Monthly
cscs_04413,NA,NA
cscs_04414,NA,NA
cscs_04417,NA,NA
cscs_04418,NA,Weekly
cscs_04419,NA,NA
cscs_04420,NA,NA
cscs_04421,NA,NA
cscs_04422,NA,Less than monthly
cscs_04423,NA,NA
cscs_04424,NA,NA
cscs_04425,NA,NA
cscs_04426,NA,A few times a month
cscs_04427,NA,NA
cscs_04428,NA,NA
cscs_04429,26,Daily or almost daily
cscs_04430,NA,Daily or almost daily
cscs_04431,NA,A few times a month
cscs_04432,NA,NA
cscs_04433,NA,Daily or almost daily
cscs_04434,NA,NA
cscs_04435,24,A few times a month
cscs_04436,18,A few times a week
cscs_04437,NA,NA
cscs_04438,NA,Monthly
cscs_04439,NA,Not in the past three months
cscs_04440,26,A few times a week
cscs_04441,NA,NA
cscs_04442,NA,NA
cscs_04442,NA,Daily or almost daily
cscs_04444,NA,Less than monthly
cscs_04444,NA,A few times a month
cscs_04444,NA,Weekly
cscs_04445,NA,Daily or almost daily
cscs_04445,NA,A few times a month
cscs_04445,NA,Daily or almost daily
cscs_04447,26,A few times a week
cscs_04448,15,Daily or almost daily
cscs_04449,NA,NA
cscs_04450,NA,NA
cscs_04451,NA,Weekly
cscs_04452,NA,Daily or almost daily
cscs_04453,NA,Daily or almost daily
cscs_04454,NA,NA
cscs_04455,NA,A few times a month
cscs_04456,NA,NA
cscs_04457,NA,NA
cscs_04458,NA,NA
cscs_04459,28,A few times a week
cscs_04462,NA,A few times a week
cscs_04463,NA,NA
cscs_04464,NA,A few times a month
cscs_04465,26,Daily or almost daily
cscs_04466,23,Monthly
cscs_04467,36,NA
cscs_04468,NA,NA
cscs_04469,NA,Daily or almost daily
cscs_04470,25,A few times a week
cscs_04471,NA,NA
cscs_04472,NA,NA
cscs_04473,29,Monthly
cscs_04475,NA,NA
cscs_04476,23,A few times a month
cscs_04477,31,NA
cscs_04478,NA,NA
cscs_04479,NA,A few times a month
cscs_04480,NA,A few times a month
cscs_04481,NA,NA
cscs_04482,NA,A few times a month
cscs_04483,NA,NA
cscs_04483,NA,A few times a month
cscs_04483,NA,A few times a month
cscs_04484,NA,NA
cscs_04486,NA,A few times a week
cscs_04487,NA,NA
cscs_04488,NA,NA
cscs_04489,NA,A few times a week
cscs_04490,NA,NA
cscs_04491,NA,Daily or almost daily
cscs_04493,NA,Weekly
cscs_04494,NA,Weekly
cscs_04495,NA,Daily or almost daily
cscs_04496,NA,NA
cscs_04497,NA,Weekly
cscs_04498,NA,NA
cscs_04499,32,A few times a month
cscs_04500,NA,NA
cscs_04501,NA,NA
cscs_04501,NA,Daily or almost daily
cscs_04502,33,Daily or almost daily
cscs_04503,NA,NA
cscs_04504,NA,NA
cscs_04505,NA,NA
cscs_04506,35,Daily or almost daily
cscs_04507,NA,NA
cscs_04509,NA,Daily or almost daily
cscs_04510,NA,A few times a month
cscs_04511,23,A few times a month
cscs_04512,NA,NA
cscs_04514,NA,Weekly
cscs_04515,NA,NA
cscs_04516,NA,NA
cscs_04517,NA,Less than monthly
cscs_04518,NA,A few times a week
cscs_04518,NA,Daily or almost daily
cscs_04518,NA,Daily or almost daily
cscs_04519,NA,NA
cscs_04520,NA,Weekly
cscs_04521,NA,NA
cscs_04522,NA,Daily or almost daily
cscs_04523,16,NA
cscs_04524,NA,NA
cscs_04525,NA,Daily or almost daily
cscs_04525,NA,A few times a week
cscs_04525,NA,A few times a week
cscs_04526,NA,A few times a month
cscs_04526,NA,A few times a month
cscs_04526,NA,Weekly
cscs_04527,NA,A few times a month
cscs_04528,NA,A few times a week
cscs_04529,NA,A few times a month
cscs_04530,NA,NA
cscs_04531,NA,A few times a month
cscs_04532,NA,Weekly
cscs_04533,NA,Daily or almost daily
cscs_04534,NA,NA
cscs_04535,NA,NA
cscs_04536,NA,A few times a month
cscs_04537,NA,NA
cscs_04538,NA,Daily or almost daily
cscs_04539,NA,NA
cscs_04540,NA,Weekly
cscs_04541,NA,NA
cscs_04542,NA,NA
cscs_04543,NA,NA
cscs_04544,22,Less than monthly
cscs_04545,NA,NA
cscs_04546,26,A few times a week
cscs_04547,NA,A few times a week
cscs_04548,22,A few times a week
cscs_04549,NA,NA
cscs_04550,NA,A few times a week
cscs_04552,27,NA
cscs_04553,NA,NA
cscs_04554,NA,NA
cscs_04555,9,Less than monthly
cscs_04556,NA,Monthly
cscs_04558,NA,NA
cscs_04560,NA,A few times a month
cscs_04561,NA,NA
cscs_04563,33,A few times a week
cscs_04564,NA,NA
cscs_04565,NA,NA
cscs_04570,NA,NA
cscs_04571,28,Less than monthly
cscs_04572,16,Weekly
cscs_04573,NA,A few times a week
cscs_04573,NA,Daily or almost daily
cscs_04573,NA,A few times a month
cscs_04574,NA,Daily or almost daily
cscs_04574,NA,Daily or almost daily
cscs_04575,26,A few times a week
cscs_04576,NA,A few times a week
cscs_04578,NA,NA
cscs_04579,NA,NA
cscs_04580,NA,Daily or almost daily
cscs_04581,NA,NA
cscs_04582,20,Daily or almost daily
cscs_04584,NA,Monthly
cscs_04586,NA,NA
cscs_04587,NA,A few times a week
cscs_04588,NA,NA
cscs_04589,NA,NA
cscs_04590,NA,A few times a month
cscs_04591,NA,NA
cscs_04592,NA,NA
cscs_04593,36,A few times a month
cscs_04595,NA,NA
cscs_04596,NA,A few times a month
cscs_04597,NA,NA
cscs_04598,NA,A few times a month
cscs_04599,NA,A few times a week
cscs_04600,NA,Monthly
cscs_04601,NA,A few times a week
cscs_04602,36,A few times a month
cscs_04603,NA,NA
cscs_04604,NA,NA
cscs_04605,NA,NA
cscs_04606,NA,NA
cscs_04607,22,Daily or almost daily
cscs_04608,NA,A few times a week
cscs_04608,NA,A few times a week
cscs_04608,NA,A few times a month
cscs_04609,NA,Weekly
cscs_04610,17,A few times a week
cscs_04611,NA,Less than monthly
cscs_04611,NA,A few times a week
cscs_04612,NA,NA
cscs_04613,NA,NA
cscs_04614,14,Weekly
cscs_04615,NA,NA
cscs_04616,NA,A few times a week
cscs_04617,NA,A few times a month
cscs_04618,NA,NA
cscs_04620,NA,Monthly
cscs_04620,NA,Weekly
cscs_04620,NA,A few times a month
cscs_04621,NA,A few times a week
cscs_04622,NA,NA
cscs_04623,NA,Weekly
cscs_04624,NA,NA
cscs_04626,NA,NA
cscs_04627,22,A few times a week
cscs_04628,NA,NA
cscs_04629,NA,A few times a month
cscs_04630,NA,Daily or almost daily
cscs_04631,NA,NA
cscs_04632,22,A few times a week
cscs_04633,NA,Daily or almost daily
cscs_04634,NA,NA
cscs_04635,NA,Daily or almost daily
cscs_04636,NA,NA
cscs_04637,NA,NA
cscs_04638,NA,Monthly
cscs_04639,NA,NA
cscs_04640,NA,Less than monthly
cscs_04641,NA,A few times a week
cscs_04642,24,Monthly
cscs_04643,NA,NA
cscs_04644,NA,NA
cscs_04645,NA,NA
cscs_04646,NA,NA
cscs_04648,NA,NA
cscs_04649,28,Weekly
cscs_04650,NA,NA
cscs_04651,NA,NA
cscs_04652,NA,NA
cscs_04653,27,A few times a month
cscs_04654,NA,NA
cscs_04655,14,Weekly
cscs_04656,NA,A few times a month
cscs_04657,NA,Daily or almost daily
cscs_04658,NA,NA
cscs_04659,29,A few times a week
cscs_04660,NA,NA
cscs_04661,27,A few times a month
cscs_04662,NA,Monthly
cscs_04663,21,Less than monthly
cscs_04664,NA,NA
cscs_04665,NA,A few times a week
cscs_04665,34,A few times a week
cscs_04666,NA,NA
cscs_04667,NA,NA
cscs_04668,NA,Daily or almost daily
cscs_04669,31,Daily or almost daily
cscs_04670,NA,A few times a week
cscs_04671,25,A few times a week
cscs_04672,NA,Weekly
cscs_04673,NA,NA
cscs_04674,NA,NA
cscs_04675,NA,NA
cscs_04677,21,NA
cscs_04679,32,Weekly
cscs_04680,NA,Daily or almost daily
cscs_04681,NA,A few times a week
cscs_04681,NA,A few times a week
cscs_04681,NA,Weekly
cscs_04683,NA,NA
cscs_04684,8,Daily or almost daily
cscs_04685,NA,A few times a month
cscs_04686,NA,NA
cscs_04687,NA,NA
cscs_04688,NA,NA
cscs_04689,NA,Daily or almost daily
cscs_04690,NA,NA
cscs_04691,NA,Monthly
cscs_04692,20,Daily or almost daily
cscs_04693,NA,A few times a month
cscs_04694,NA,NA
cscs_04695,NA,NA
cscs_04696,NA,NA
cscs_04697,18,NA
cscs_04698,NA,Daily or almost daily
cscs_04699,NA,A few times a week
cscs_04700,NA,NA
cscs_04701,NA,A few times a week
cscs_04702,NA,Weekly
cscs_04703,NA,NA
cscs_04704,NA,Daily or almost daily
cscs_04705,NA,Monthly
cscs_04706,NA,Less than monthly
cscs_04707,NA,NA
cscs_04708,NA,A few times a week
cscs_04708,NA,A few times a week
cscs_04708,NA,Less than monthly
cscs_04709,34,Monthly
cscs_04710,34,A few times a week
cscs_04712,NA,A few times a month
cscs_04713,NA,A few times a week
cscs_04715,NA,Less than monthly
cscs_04717,NA,NA
cscs_04718,NA,NA
cscs_04719,NA,NA
cscs_04720,NA,NA
cscs_04721,NA,Weekly
cscs_04722,NA,Daily or almost daily
cscs_04723,NA,A few times a week
cscs_04723,NA,Daily or almost daily
cscs_04724,NA,NA
cscs_04726,NA,NA
cscs_04727,NA,NA
cscs_04728,30,A few times a month
cscs_04729,17,Daily or almost daily
cscs_04730,NA,A few times a week
cscs_04731,21,A few times a month
cscs_04732,NA,NA
cscs_04733,NA,A few times a week
cscs_04733,NA,A few times a month
cscs_04733,NA,A few times a week
cscs_04734,NA,NA
cscs_04735,16,NA
cscs_04736,NA,A few times a month
cscs_04737,NA,NA
cscs_04738,NA,A few times a month
cscs_04739,NA,NA
cscs_04740,21,Daily or almost daily
cscs_04741,NA,Weekly
cscs_04742,24,Less than monthly
cscs_04743,NA,NA
cscs_04744,NA,NA
cscs_04745,30,A few times a month
cscs_04746,NA,NA
cscs_04747,NA,NA
cscs_04748,32,A few times a week
cscs_04749,NA,NA
cscs_04750,NA,Monthly
cscs_04751,NA,Daily or almost daily
cscs_04752,22,Monthly
cscs_04753,NA,NA
cscs_04754,26,A few times a week
cscs_04755,NA,A few times a week
cscs_04756,NA,NA
cscs_04757,NA,Weekly
cscs_04757,NA,Daily or almost daily
cscs_04759,26,A few times a week
cscs_04761,NA,Weekly
cscs_04763,NA,NA
cscs_04765,NA,NA
cscs_04766,NA,A few times a month
cscs_04767,NA,A few times a month
cscs_04768,NA,A few times a month
cscs_04769,NA,NA
cscs_04770,NA,NA
cscs_04771,NA,A few times a week
cscs_04772,NA,Weekly
cscs_04773,23,Daily or almost daily
cscs_04776,NA,Weekly
cscs_04777,NA,A few times a week
cscs_04778,NA,NA
cscs_04779,NA,A few times a week
cscs_04780,NA,NA
cscs_04782,26,Daily or almost daily
cscs_04783,NA,Monthly
cscs_04784,NA,Weekly
cscs_04785,NA,Weekly
cscs_04786,NA,NA
cscs_04787,NA,NA
cscs_04788,NA,A few times a month
cscs_04789,NA,A few times a month
cscs_04790,NA,A few times a month
cscs_04792,NA,Monthly
cscs_04793,NA,NA
cscs_04794,NA,Monthly
cscs_04795,NA,NA
cscs_04796,NA,NA
cscs_04797,26,Daily or almost daily
cscs_04798,NA,A few times a week
cscs_04799,NA,A few times a week
cscs_04800,NA,NA
cscs_04801,NA,NA
cscs_04804,NA,Monthly
cscs_04805,NA,NA
cscs_04806,NA,Weekly
cscs_04806,NA,Less than monthly
cscs_04808,NA,NA
cscs_04809,NA,NA
cscs_04810,27,Daily or almost daily
cscs_04812,NA,A few times a week
cscs_04812,NA,A few times a week
cscs_04813,NA,A few times a week
cscs_04814,31,A few times a month
cscs_04815,NA,NA
cscs_04816,NA,NA
cscs_04817,24,A few times a month
cscs_04818,NA,Daily or almost daily
cscs_04819,26,A few times a week
cscs_04819,NA,Weekly
cscs_04819,NA,A few times a month
cscs_04819,NA,A few times a month
cscs_04820,NA,NA
cscs_04821,NA,Weekly
cscs_04822,NA,NA
cscs_04823,NA,NA
cscs_04824,NA,Daily or almost daily
cscs_04825,NA,NA
cscs_04826,NA,Weekly
cscs_04827,NA,A few times a week
cscs_04828,NA,Daily or almost daily
cscs_04828,NA,Daily or almost daily
cscs_04828,NA,Daily or almost daily
cscs_04829,NA,NA
cscs_04830,NA,A few times a week
cscs_04831,NA,Weekly
cscs_04832,NA,A few times a month
cscs_04834,NA,Less than monthly
cscs_04835,NA,NA
cscs_04836,NA,NA
cscs_04838,37,Daily or almost daily
cscs_04839,36,NA
cscs_04840,NA,NA
cscs_04841,17,A few times a week
cscs_04842,35,Daily or almost daily
cscs_04843,NA,NA
cscs_04844,NA,NA
cscs_04845,NA,NA
cscs_04846,NA,NA
cscs_04847,NA,A few times a month
cscs_04848,37,Monthly
cscs_04849,NA,A few times a week
cscs_04850,NA,A few times a month
cscs_04852,18,A few times a week
cscs_04853,NA,NA
cscs_04854,NA,NA
cscs_04855,NA,NA
cscs_04856,19,Daily or almost daily
cscs_04857,NA,Monthly
cscs_04858,NA,Weekly
cscs_04859,NA,Monthly
cscs_04860,NA,Daily or almost daily
cscs_04861,NA,A few times a week
cscs_04862,NA,NA
cscs_04863,NA,Daily or almost daily
cscs_04863,NA,A few times a week
cscs_04863,NA,Daily or almost daily
cscs_04864,NA,NA
cscs_04865,NA,NA
cscs_04866,29,NA
cscs_04867,NA,NA
cscs_04869,NA,A few times a week
cscs_04869,NA,Daily or almost daily
cscs_04869,NA,A few times a month
cscs_04870,18,Less than monthly
cscs_04871,NA,A few times a month
cscs_04872,NA,A few times a week
cscs_04873,NA,NA
cscs_04874,NA,Monthly
cscs_04875,NA,NA
cscs_04877,NA,NA
cscs_04878,24,Daily or almost daily
cscs_04879,NA,NA
cscs_04880,NA,NA
cscs_04881,NA,Weekly
cscs_04882,NA,NA
cscs_04884,NA,NA
cscs_04885,NA,NA
cscs_04886,NA,NA
cscs_04887,NA,Weekly
cscs_04888,NA,A few times a week
cscs_04889,NA,NA
cscs_04890,26,A few times a month
cscs_04891,NA,NA
cscs_04892,NA,Monthly
cscs_04893,27,Daily or almost daily
cscs_04894,NA,Monthly
cscs_04895,25,Weekly
cscs_04896,NA,Weekly
cscs_04897,NA,NA
cscs_04898,22,Less than monthly
cscs_04899,NA,NA
cscs_04900,21,Weekly
cscs_04901,NA,NA
cscs_04902,NA,NA
cscs_04904,NA,NA
cscs_04905,31,Monthly
cscs_04906,NA,Monthly
cscs_04907,NA,NA
cscs_04908,NA,Monthly
cscs_04909,NA,Daily or almost daily
cscs_04910,36,A few times a week
cscs_04911,NA,NA
cscs_04912,NA,Weekly
cscs_04913,NA,A few times a month
cscs_04914,NA,NA
cscs_04915,NA,NA
cscs_04916,NA,NA
cscs_04917,NA,NA
cscs_04918,NA,Monthly
cscs_04920,NA,NA
cscs_04922,NA,NA
cscs_04923,NA,NA
cscs_04924,NA,Weekly
cscs_04925,NA,NA
cscs_04927,NA,NA
cscs_04928,29,Daily or almost daily
cscs_04929,NA,Monthly
cscs_04930,NA,Daily or almost daily
cscs_04930,NA,Daily or almost daily
cscs_04931,NA,NA
cscs_04933,NA,A few times a week
cscs_04934,NA,NA
cscs_04935,15,A few times a week
cscs_04936,NA,NA
cscs_04937,NA,Less than monthly
cscs_04937,NA,A few times a month
cscs_04938,18,A few times a month
cscs_04939,NA,Monthly
cscs_04940,NA,A few times a month
cscs_04942,NA,A few times a month
cscs_04943,NA,NA
cscs_04946,31,Daily or almost daily
cscs_04947,NA,NA
cscs_04948,NA,NA
cscs_04950,NA,NA
cscs_04952,NA,A few times a month
cscs_04953,NA,Daily or almost daily
cscs_04954,NA,NA
cscs_04955,NA,NA
cscs_04956,NA,NA
cscs_04957,NA,Monthly
cscs_04958,NA,NA
cscs_04959,NA,NA
cscs_04960,24,A few times a month
cscs_04963,NA,NA
cscs_04964,NA,NA
cscs_04965,NA,Weekly
cscs_04966,NA,NA
cscs_04967,NA,NA
cscs_04968,32,A few times a month
cscs_04969,28,A few times a week
cscs_04970,NA,NA
cscs_04971,23,A few times a month
cscs_04972,NA,Daily or almost daily
cscs_04972,NA,A few times a week
cscs_04972,NA,Daily or almost daily
cscs_04973,24,NA
cscs_04974,NA,NA
cscs_04976,25,Daily or almost daily
cscs_04977,26,Monthly
cscs_04978,NA,A few times a month
cscs_04979,21,Weekly
cscs_04980,NA,Daily or almost daily
cscs_04981,23,Daily or almost daily
cscs_04982,NA,A few times a month
cscs_04984,NA,Daily or almost daily
cscs_04984,NA,Daily or almost daily
cscs_04985,NA,Weekly
cscs_04986,26,Less than monthly
cscs_04987,NA,NA
cscs_04988,NA,Weekly
cscs_04989,NA,NA
cscs_04990,31,Weekly
cscs_04991,NA,NA
cscs_04992,NA,A few times a week
cscs_04993,NA,A few times a week
cscs_04993,NA,NA
cscs_04993,NA,Daily or almost daily
cscs_04994,NA,NA
cscs_04995,NA,Weekly
cscs_04996,NA,NA
cscs_04997,NA,Weekly
cscs_04997,NA,A few times a week
cscs_04997,NA,Weekly
cscs_04998,33,Weekly
cscs_04999,NA,A few times a month
cscs_05000,18,A few times a week
cscs_05001,NA,A few times a month
cscs_05002,NA,NA
cscs_05003,27,Daily or almost daily
cscs_05004,NA,Less than monthly
cscs_05005,8,NA
cscs_05006,NA,NA
cscs_05008,NA,Less than monthly
cscs_05009,28,Daily or almost daily
cscs_05010,28,NA
cscs_05011,NA,Monthly
cscs_05012,37,NA
cscs_05013,NA,NA
cscs_05015,NA,NA
cscs_05017,NA,NA
cscs_05018,NA,Monthly
cscs_05019,NA,A few times a month
cscs_05020,NA,NA
cscs_05021,30,Weekly
cscs_05022,NA,Daily or almost daily
cscs_05024,NA,Not in the past three months
cscs_05025,NA,NA
cscs_05026,NA,A few times a month
cscs_05027,NA,Daily or almost daily
cscs_05028,NA,NA
cscs_05029,NA,A few times a month
cscs_05030,36,A few times a month
cscs_05031,NA,Not in the past three months
cscs_05034,NA,NA
cscs_05035,24,NA
cscs_05037,NA,NA
cscs_05038,NA,NA
cscs_05039,NA,A few times a week
cscs_05040,22,Daily or almost daily
cscs_05041,NA,A few times a week
cscs_05042,NA,A few times a week
cscs_05043,NA,NA
cscs_05044,29,Weekly
cscs_05045,NA,A few times a week
cscs_05045,NA,A few times a week
cscs_05045,NA,A few times a week
